upload_time,plate_no,field3,pickup_timestamp,dropoff_timestamp,fare,field7,mileage,field9,duration,order_status,field12,field13,pickup_lon,pickup_lat,dropoff_lon,dropoff_lat,pickup_beijing,dropoff_beijing,duration_minutes,time_diff_minutes,date
2025-09-25 20:25:08,粤BCW7826,,1758802560000,1758803076000,14.5,0.0,2.726,5.314,00:03:27,0,00000000000000000000,0.0,114.11667,22.548375,114.134452,22.5648,2025-09-26 04:16:00,2025-09-26 04:24:36,3.45,8.6,2025-09-26
2025-09-25 20:37:19,粤BCW7826,,1758803458000,1758803807000,10.5,0.0,1.437,1.998,00:02:15,0,00000000000000000000,0.0,114.136355,22.5605,114.128867,22.55071,2025-09-26 04:30:58,2025-09-26 04:36:47,2.25,5.816666666666666,2025-09-26
2025-09-25 20:46:46,粤BCW7826,,1758803839000,1758804375000,13.5,0.0,1.957,0.007,00:04:27,0,00000000000000000000,0.0,114.128845,22.55073,114.11265,22.544,2025-09-26 04:37:19,2025-09-26 04:46:15,4.45,8.933333333333334,2025-09-26
2025-09-25 21:07:07,粤BCW7826,,1758804949000,1758805596000,17.5,0.0,3.566,0.756,00:04:04,0,00000000000000000000,0.0,114.116775,22.548537,114.124287,22.5735,2025-09-26 04:55:49,2025-09-26 05:06:36,4.066666666666666,10.783333333333333,2025-09-26
2025-09-25 21:42:55,粤BCW7826,,1758807459000,1758807744000,10.0,0.0,1.029,3.398,00:02:33,0,00000000000000000000,0.0,114.107595,22.568127,114.103877,22.56087,2025-09-26 05:37:39,2025-09-26 05:42:24,2.55,4.75,2025-09-26
2025-09-25 22:02:05,粤BCW7826,,1758808022000,1758808894000,20.5,0.0,3.891,0.889,00:06:34,0,00000000000000000000,0.0,114.10411,22.552862,114.130805,22.549335,2025-09-26 05:47:02,2025-09-26 06:01:34,6.566666666666666,14.533333333333333,2025-09-26
2025-09-25 22:14:26,粤BCW7826,,1758809265000,1758809635000,11.0,0.0,1.592,0.5,00:02:22,0,00000000000000000000,0.0,114.128622,22.550255,114.13745,22.55575,2025-09-26 06:07:45,2025-09-26 06:13:55,2.3666666666666667,6.166666666666667,2025-09-26
2025-09-25 22:50:22,粤BCW7826,,1758811238000,1758811791000,17.5,0.0,4.279,3.494,00:01:33,0,00000000000000000000,0.0,114.11671,22.548532,114.131765,22.574662,2025-09-26 06:40:38,2025-09-26 06:49:51,1.55,9.216666666666667,2025-09-26
2025-09-25 23:06:28,粤BCW7826,,1758812286000,1758812757000,16.0,0.0,2.901,1.57,00:03:06,0,00000000000000000000,0.0,114.13465,22.565465,114.122057,22.544927,2025-09-26 06:58:06,2025-09-26 07:05:57,3.1,7.85,2025-09-26
2025-09-25 23:23:49,粤BCW7826,,1758813052000,1758813797000,36.0,0.0,7.77,0.201,00:03:09,0,00000000000000000000,0.0,114.12118,22.543455,114.056832,22.537555,2025-09-26 07:10:52,2025-09-26 07:23:17,3.15,12.416666666666666,2025-09-26
